"GrantNumber","CallDecisionYear","GrantDurationYears","FundingInstrumentLevel1","AmountGrantedAllSets","AmountPerYear","InstituteCountry","MainDiscipline_Level2","NrTotalUncitableOutputs","NrTotalUncitableOutputsPerYear","NrCitablePublications","NrCitablePublicationsPerYear","NrCitationsTotal","NrCitationsPerPublication"
173686,2016,3,"Programmes",216586,72195.3333333333,"Switzerland","Basic Medical Sciences",0,0,6,2,168,28
167989,2016,3,"Careers",633183,211061,"Switzerland","Basic Medical Sciences",19,6.33333333333333,9,3,346,38.4444444444444
171391,2016,2.32602739726027,"Careers",201020,86422.0259128386,"Switzerland","Clinical Medicine",14,6.01884570082451,5,2.14958775029447,127,25.4
170912,2016,5,"Programmes",335964,67192.8,"Switzerland","Basic Medical Sciences",10,2,5,1,81,16.2
166819,2016,6.08219178082192,"Programmes",1321059,217201.141891892,"Switzerland","Clinical Medicine",4,0.657657657657657,3,0.493243243243243,16,5.33333333333333
169928,2016,3.5041095890411,"Projects",429000,122427.677873339,"Switzerland","Experimental Medicine",2,0.570758405003909,7,1.99765441751368,112,16
168080,2016,3.83013698630137,"Careers",567015,148040.396995708,"Switzerland","Basic Medical Sciences",4,1.04434907010014,6,1.56652360515021,123,20.5
160919,2016,3.33150684931507,"Programmes",5e+05,150082.236842105,"Switzerland","Preventive Medicine",5,1.50082236842105,1,0.30016447368421,66,66
169848,2016,2.9972602739726,"Projects",444068,148157.970749543,"Switzerland","Clinical Medicine",3,1.00091407678245,3,1.00091407678245,32,10.6666666666667
166541,2016,2.9972602739726,"Projects",678000,226206.581352834,"Switzerland","Experimental Medicine",2,0.6672760511883,7,2.33546617915905,188,26.8571428571429
171568,2016,1.5013698630137,"Careers",78120,52032.4817518248,"United States of America","Experimental Medicine",0,0,3,1.99817518248175,432,144
166765,2016,2.66027397260274,"Programmes",875448,329081.894953656,"Switzerland","Social Medicine",30,11.2770339855819,8,3.00720906282183,144,18
169381,2016,3,"Projects",292463,97487.6666666667,"Switzerland","Basic Medical Sciences",9,3,2,0.666666666666667,48,24
172718,2016,3.33424657534247,"Infrastructure",1166000,349704.190632703,"Switzerland","Experimental Medicine",2,0.599835661462612,1,0.299917830731306,5,5
166391,2016,4.5013698630137,"Projects",450500,100080.64516129,"Switzerland","Clinical Medicine",0,0,3,0.66646378575776,95,31.6666666666667
168469,2016,1.49315068493151,"Careers",88950,59572.0183486239,"Belgium","Clinical Medicine",15,10.045871559633,6,4.0183486238532,700,116.666666666667
166435,2016,2.9972602739726,"Projects",879901,293568.432358318,"Switzerland","Experimental Medicine",8,2.6691042047532,14,4.6709323583181,2256,161.142857142857
171376,2016,3.91780821917808,"Careers",255626,65247.1958041958,"Switzerland","Clinical Medicine",1,0.255244755244755,3,0.765734265734266,25,8.33333333333333
171525,2016,0.827397260273973,"Careers",85203,102977.135761589,"Switzerland","Basic Medical Sciences",6,7.25165562913907,7,8.46026490066225,121,17.2857142857143
167803,2016,1.9972602739726,"Careers",150000,75102.8806584362,"Germany","Clinical Medicine",44,22.0301783264747,24,12.0164609053498,1094,45.5833333333333
165954,2016,2.9972602739726,"Projects",430500,143631.170018282,"Switzerland","Clinical Medicine",17,5.67184643510055,20,6.672760511883,647,32.35
167804,2016,1.9972602739726,"Careers",112940,56547.4622770919,"United States of America","Basic Medical Sciences",13,6.50891632373115,8,4.00548696844994,328,41
166827,2016,5.91506849315068,"Programmes",1245012,210481.417322835,"Switzerland","Clinical Medicine",5,0.845298749421029,8,1.35247799907365,320,40
166576,2016,2.9972602739726,"Projects",325740,108679.250457038,"Switzerland","Experimental Medicine",4,1.3345521023766,11,3.67001828153565,359,32.6363636363636
169791,2016,4.16164383561644,"Projects",372000,89387.7551020408,"Switzerland","Experimental Medicine",13,3.12376563528637,9,2.16260697827518,207,23
166358,2016,2.9972602739726,"Projects",995317,332075.598720293,"Switzerland","Experimental Medicine",0,0,1,0.33363802559415,24,24
166538,2016,5,"Programmes",625000,125000,NA,"Experimental Medicine",13,2.6,8,1.6,160,20
166595,2016,2.9972602739726,"Projects",834000,278254.113345521,"Switzerland","Basic Medical Sciences",4,1.3345521023766,6,2.0018281535649,227,37.8333333333333
167836,2016,3.16712328767123,"Careers",629018,198608.624567474,"Switzerland","Basic Medical Sciences",15,4.73615916955018,10,3.15743944636678,229,22.9
166413,2016,2.9972602739726,"Projects",305040,101772.943327239,"Switzerland","Basic Medical Sciences",10,3.3363802559415,4,1.3345521023766,60,15
169220,2016,3.66575342465753,"Projects",450109,122787.582212257,"Switzerland","Basic Medical Sciences",16,4.36472346786249,8,2.18236173393124,42,5.25
165741,2016,3.24657534246575,"Projects",756000,232860.759493671,"Switzerland","Basic Medical Sciences",0,0,8,2.46413502109705,145,18.125
172632,2016,2.9972602739726,"Infrastructure",441500,147301.188299817,"Switzerland","Experimental Medicine",0,0,1,0.33363802559415,91,91
168728,2016,1.49315068493151,"Careers",109700,73468.8073394495,"Netherlands","Basic Medical Sciences",9,6.0275229357798,4,2.6788990825688,33,8.25
169250,2016,4,"Projects",429000,107250,"Switzerland","Basic Medical Sciences",13,3.25,6,1.5,38,6.33333333333333
172289,2016,1.49315068493151,"Careers",94975,63607.1100917431,"United States of America","Basic Medical Sciences",4,2.6788990825688,1,0.6697247706422,22,22
167341,2016,5.24931506849315,"Programmes",394220,75099.3215031315,"Switzerland","Social Medicine",17,3.23851774530271,6,1.14300626304802,33,5.5
166666,2016,2.9972602739726,"Projects",354398,118240.648994516,"Switzerland","Clinical Medicine",102,34.0310786106033,56,18.6837294332724,1582,28.25
171576,2016,1.9972602739726,"Careers",156330,78272.2222222222,"United States of America","Experimental Medicine",6,3.00411522633745,4,2.00274348422497,129,32.25
167133,2016,4.75342465753425,"Programmes",447648,94173.7867435159,"Switzerland","Clinical Medicine",8,1.68299711815562,4,0.841498559077809,26,6.5
167509,2016,3.66575342465753,"Programmes",378714,103311.367713004,"Switzerland","Clinical Medicine",50,13.6397608370703,9,2.45515695067265,64,7.11111111111111
170249,2016,2.9972602739726,"Projects",474000,158144.424131627,"Switzerland","Clinical Medicine",62,20.6855575868373,23,7.67367458866546,1385,60.2173913043478
166872,2016,6.5013698630137,"Programmes",948996,145968.621997472,"Switzerland","Clinical Medicine",1,0.153813737884534,3,0.461441213653603,131,43.6666666666667
167233,2016,4,"Programmes",473519,118379.75,"Switzerland","Social Medicine",6,1.5,7,1.75,33,4.71428571428571
166651,2016,2.9972602739726,"Projects",351780,117367.18464351,"Switzerland","Experimental Medicine",8,2.6691042047532,13,4.33729433272395,389,29.9230769230769
165960,2016,4,"Projects",689444,172361,"Switzerland","Experimental Medicine",0,0,4,1,151,37.75
164200,2016,3,"Projects",150000,50000,"Switzerland","Experimental Medicine",6,2,3,1,55,18.3333333333333
170109,2016,2.33424657534247,"Projects",286000,122523.474178404,"Switzerland","Experimental Medicine",8,3.42723004694835,3,1.28521126760563,202,67.3333333333333
166433,2016,2.9972602739726,"Projects",286210,95490.5393053016,"Switzerland","Clinical Medicine",9,3.00274223034735,1,0.33363802559415,6,6
169194,2016,3.74794520547945,"Projects",391638,104494.057017544,"Switzerland","Basic Medical Sciences",10,2.66812865497076,13,3.46856725146199,576,44.3076923076923
167793,2016,1.9972602739726,"Careers",138660,69425.1028806584,"United States of America","Experimental Medicine",3,1.50205761316873,4,2.00274348422497,1733,433.25
166645,2016,3.58356164383562,"Projects",474000,132270.642201835,"Switzerland","Experimental Medicine",1,0.279051987767584,16,4.46483180428134,212,13.25
163929,2016,4,"Careers",1533640,383410,"Switzerland","Experimental Medicine",10,2.5,5,1.25,124,24.8
166670,2016,3.5013698630137,"Projects",362752,103602.879499218,"Switzerland","Clinical Medicine",4,1.14241001564945,3,0.856807511737089,6,2
166690,2016,3.58630136986301,"Projects",288093,80331.5087853323,"Switzerland","Clinical Medicine",28,7.80748663101605,1,0.278838808250573,21,21
169966,2016,2.9972602739726,"Projects",525000,175159.963436929,"Switzerland","Basic Medical Sciences",18,6.0054844606947,9,3.00274223034735,256,28.4444444444444
169938,2016,2.9972602739726,"Projects",255000,85077.6965265082,"Switzerland","Experimental Medicine",3,1.00091407678245,3,1.00091407678245,38,12.6666666666667
170065,2016,3.74794520547945,"Projects",372000,99254.3859649123,"Switzerland","Clinical Medicine",6,1.60087719298246,2,0.533625730994152,13,6.5
165990,2016,3.16438356164384,"Projects",388680,122829.61038961,"Switzerland","Basic Medical Sciences",1,0.316017316017316,97,30.6536796536796,2359,24.319587628866
169995,2016,3.41095890410959,"Projects",756000,221638.554216867,"Switzerland","Experimental Medicine",7,2.05220883534137,8,2.34538152610442,1138,142.25
171082,2016,3,"Programmes",249918,83306,"Switzerland","Experimental Medicine",2,0.666666666666667,17,5.66666666666667,1542,90.7058823529412
169206,2016,4,"Projects",678000,169500,"Switzerland","Basic Medical Sciences",33,8.25,42,10.5,788,18.7619047619048
170063,2016,3.4958904109589,"Projects",568003,162477.347178683,"Switzerland","Clinical Medicine",8,2.2884012539185,5,1.43025078369906,68,13.6
169205,2016,2.9972602739726,"Projects",439860,146754.021937843,"Switzerland","Social Medicine",0,0,14,4.6709323583181,319,22.7857142857143
170163,2016,3.4958904109589,"Projects",305438,87370.5877742947,"Switzerland","Clinical Medicine",20,5.72100313479624,5,1.43025078369906,10,2
169390,2016,6,"Projects",486291,81048.5,"Switzerland","Clinical Medicine",1,0.166666666666667,15,2.5,163,10.8666666666667
166259,2016,3.4986301369863,"Projects",351780,100547.924823806,"Switzerland","Experimental Medicine",16,4.57321848081441,3,0.857478465152702,150,50
167871,2016,4.16712328767123,"Careers",733995,176139.49704142,"Switzerland","Basic Medical Sciences",57,13.6785009861933,13,3.11965811965812,108,8.30769230769231
168920,2016,1.5013698630137,"Careers",112348,74830.3284671533,"United States of America","Clinical Medicine",1,0.666058394160583,3,1.99817518248175,52,17.3333333333333
166612,2016,2.9972602739726,"Projects",215738,71978.4003656307,"Switzerland","Basic Medical Sciences",25,8.34095063985376,9,3.00274223034735,439,48.7777777777778
171259,2016,1.9972602739726,"Careers",224268,112287.818930041,"Switzerland","Basic Medical Sciences",1,0.500685871056242,3,1.50205761316873,92,30.6666666666667
166578,2016,3.41643835616438,"Projects",305040,89285.966319166,"Switzerland","Clinical Medicine",3,0.878107457898958,2,0.585404971932639,31,15.5
167458,2016,4.91506849315068,"Programmes",837600,170414.715719064,"Switzerland","Clinical Medicine",39,7.93478260869566,5,1.01727982162765,60,12
166943,2016,2.9972602739726,"Projects",280847,93701.2385740402,"Switzerland","Basic Medical Sciences",7,2.33546617915905,6,2.0018281535649,364,60.6666666666667
166945,2016,2.9972602739726,"Projects",280847,93701.2385740402,"Switzerland","Basic Medical Sciences",0,0,3,1.00091407678245,315,105
166371,2016,2.9972602739726,"Projects",1045223,348726.138025594,"Switzerland","Experimental Medicine",3,1.00091407678245,7,2.33546617915905,254,36.2857142857143
169382,2016,3.33424657534247,"Projects",756000,226737.880032868,"Switzerland","Clinical Medicine",38,11.3968775677896,38,11.3968775677896,1673,44.0263157894737
165831,2016,4.4958904109589,"Projects",561941,124989.923826935,"Switzerland","Basic Medical Sciences",1,0.2224253503961,3,0.6672760511883,111,37
164279,2016,4,"Projects",515000,128750,"Switzerland","Basic Medical Sciences",4,1,1,0.25,12,12
171315,2016,1.9972602739726,"Careers",224100,112203.703703704,"Switzerland","Basic Medical Sciences",9,4.50617283950618,1,0.500685871056242,2,2
165076,2016,3.5013698630137,"Projects",236373,67508.720657277,"Switzerland","Basic Medical Sciences",1,0.285602503912363,5,1.42801251956181,153,30.6
167732,2016,0.997260273972603,"Careers",202155,202710.370879121,"Switzerland","Social Medicine",2,2.00549450549451,17,17.0467032967033,1173,69
168819,2016,1.49315068493151,"Careers",75968,50877.6513761468,"United States of America","Clinical Medicine",2,1.3394495412844,1,0.6697247706422,104,104
171331,2016,1.9972602739726,"Careers",203600,101939.643347051,"Switzerland","Clinical Medicine",1,0.500685871056242,3,1.50205761316873,19,6.33333333333333
169996,2016,4.4986301369863,"Projects",297080,66037.8806333739,"Switzerland","Basic Medical Sciences",10,2.22289890377588,4,0.889159561510353,72,18
167349,2016,3.41917808219178,"Programmes",540626,158115.77724359,"Switzerland","Social Medicine",22,6.43429487179487,13,3.80208333333333,37,2.84615384615385
171740,2016,1.5013698630137,"Careers",77150,51386.4051094891,"United States of America","Social Medicine",3,1.99817518248175,3,1.99817518248175,16,5.33333333333333
166473,2016,2.9972602739726,"Projects",430500,143631.170018282,"Switzerland","Experimental Medicine",1,0.33363802559415,26,8.6745886654479,11713,450.5
165679,2016,2.9972602739726,"Projects",351780,117367.18464351,"Switzerland","Basic Medical Sciences",7,2.33546617915905,10,3.3363802559415,362,36.2
166210,2016,2.9972602739726,"Projects",676670,225762.842778793,"Switzerland","Experimental Medicine",0,0,1,0.33363802559415,360,360
170026,2016,4,"Projects",429000,107250,"Switzerland","Experimental Medicine",1,0.25,4,1,56,14
167792,2016,1.33424657534247,"Careers",78153,58574.6303901437,"United States of America","Experimental Medicine",1,0.74948665297741,1,0.74948665297741,207,207
167519,2016,4,"Programmes",351241,87810.25,"Switzerland","Preventive Medicine",24,6,6,1.5,28,4.66666666666667
167381,2016,5,"Programmes",602560,120512,"Switzerland","Social Medicine",2,0.4,4,0.8,12,3
169198,2016,3.4958904109589,"Projects",525000,150176.332288401,"Switzerland","Clinical Medicine",22,6.29310344827587,22,6.29310344827587,425,19.3181818181818
169404,2016,3.5041095890411,"Projects",444083,126732.052384676,"Switzerland","Preventive Medicine",2,0.570758405003909,6,1.71227521501173,66,11
170029,2016,2.9972602739726,"Projects",484047,161496.485374771,"Switzerland","Basic Medical Sciences",0,0,3,1.00091407678245,65,21.6666666666667
166118,2016,3.66575342465753,"Projects",305040,83213.4529147982,"Switzerland","Basic Medical Sciences",13,3.54633781763827,5,1.36397608370703,75,15
167359,2016,3,"Programmes",421873,140624.333333333,"Switzerland","Preventive Medicine",15,5,1,0.333333333333333,8,8
166613,2016,2.9972602739726,"Projects",756000,252230.347349177,"Switzerland","Experimental Medicine",0,0,8,2.6691042047532,251,31.375
170182,2016,3,"Projects",384000,128000,"Switzerland","Experimental Medicine",10,3.33333333333333,7,2.33333333333333,86,12.2857142857143
170898,2016,4,"Programmes",343385,85846.25,"Switzerland","Experimental Medicine",12,3,11,2.75,145,13.1818181818182
168012,2016,2.9972602739726,"Careers",598901,199816.147166362,"Switzerland","Experimental Medicine",14,4.6709323583181,3,1.00091407678245,51,17
173608,2016,3.33424657534247,"Programmes",360795,108208.853738702,"Switzerland","Preventive Medicine",0,0,3,0.899753492193918,32,10.6666666666667
168384,2016,1.49315068493151,"Careers",73893,49487.9724770642,"United States of America","Preventive Medicine",2,1.3394495412844,1,0.6697247706422,18,18
167060,2016,3.33698630136986,"Programmes",601763,180331.276683087,"Switzerland","Clinical Medicine",5,1.49835796387521,2,0.599343185550083,22,11
170110,2016,2.9972602739726,"Projects",530028,176837.495429616,"Switzerland","Experimental Medicine",0,0,3,1.00091407678245,121,40.3333333333333
169493,2016,2.9972602739726,"Projects",678000,226206.581352834,"Switzerland","Basic Medical Sciences",8,2.6691042047532,9,3.00274223034735,263,29.2222222222222
165837,2016,1.9972602739726,"Careers",745589,373305.877914952,"Switzerland","Clinical Medicine",23,11.5157750342936,32,16.0219478737997,677,21.15625
171189,2016,1.9972602739726,"Careers",145162,72680.5624142661,"United States of America","Experimental Medicine",9,4.50617283950618,2,1.00137174211248,30,15
169334,2016,3.4958904109589,"Projects",451958,129282.656739812,"Switzerland","Experimental Medicine",10,2.86050156739812,5,1.43025078369906,40,8
169275,2016,4.08219178082192,"Projects",535258,131120.248322148,"Switzerland","Clinical Medicine",26,6.36912751677852,5,1.2248322147651,51,10.2
166603,2016,2.4986301369863,"Projects",230441,92226.9353070175,"Switzerland","Social Medicine",7,2.8015350877193,2,0.800438596491229,52,26
170085,2016,3,"Projects",429000,143000,"Switzerland","Basic Medical Sciences",9,3,5,1.66666666666667,91,18.2
171705,2016,0.498630136986301,"Careers",29760,59683.5164835165,"United States of America","Basic Medical Sciences",3,6.01648351648352,1,2.00549450549451,10,10
169808,2016,4.32876712328767,"Projects",535602,123730.841772152,"Switzerland","Clinical Medicine",10,2.31012658227848,2,0.462025316455696,28,14
167123,2016,3,"Programmes",381357,127119,"Switzerland","Basic Medical Sciences",13,4.33333333333333,1,0.333333333333333,14,14
